-0.027981,-0.037013,0.0043439,-0.0057699,0.0073801,-0.0094058,-0.0019795,0.008079,0.0012247,0.023996,0.0058132,0.0015356,-0.0077185,0.00088067,-0.0049771,-0.0072431,0.0049047,-0.0054927,-0.0062604,0.0019212,0.0025935,-0.0072751,-0.0087768,-0.015114,-0.0028374,-0.0041958,0.0020419,-0.00017261,0.011557,0.0033574
0.0032531,0.03473,0.010005,0.0079394,-0.00053008,0.0058601,0.010061,0.0089486,0.0011815,0.067003,0.0046903,0.0074201,-0.011486,0.0050971,0.015929,0.0068105,0.022792,0.01487,0.0025778,-0.0048333,-0.0051876,0.0098273,0.0067735,0.048763,0.0072191,0.007695,0.0055725,0.0015513,-0.0020112,0.0015482
0.010675,-0.0098374,-0.0018106,-0.0039519,0.0099555,-0.010571,-0.0010899,-0.0085375,-0.004908,-0.013698,-0.0083034,-0.0054124,0.0041199,0.00035026,-0.0059532,0.0033864,-0.014512,-0.016103,0.001469,-0.00096946,-0.00080064,0.0028459,-0.00073006,0.01699,-0.0098945,0.0034614,-0.0017724,-0.001898,0,-0.010173
0.022174,-0.017767,0.0024834,-0.0032287,-0.008399,0.003971,-0.0039122,-0.0035778,-0.004908,-0.05566,0.0019302,-0.0032984,-0.022811,-0.0043626,-0.0043967,-0.0092646,0.0018619,-0.0036626,-0.006591,0.00096759,-0.01187,-0.011984,0.0047419,-0.0057849,0.00215,-0.0055325,-0.010636,0.00068799,-0.0044461,-0.0020047
0.033919,0.034843,0.00046823,0.011742,0.016193,0.0059836,0.0054165,0.017407,0.0079609,0.010162,0.010161,0.0030595,0.011938,0.0069626,0.01896,0.011333,0.0040854,-0.0075799,0.0091225,-0.0057692,-0.0079293,0.0081761,0.0058066,0.0099399,0.0067263,0.020521,0.0074293,0.0063373,0.0016653,0.0035477
-0.0072517,-0.010471,0.0076672,-0.0053032,0.011346,0.0038909,0.0060099,0.0026502,0.0018309,-0.017655,0.0016398,0.0022396,0.0063752,0.0012137,0.005301,0.0040314,0.0047909,0.003992,-0.0025459,0.0038948,-0.0026334,0.0055317,0.0073497,0.0094143,0.0087069,-0.0013523,0.004111,-0.0011922,-0.0057691,0.0015413
0.0011734,-0.038688,-0.004251,-0.0078488,-0.014074,-0.0045963,-0.0047271,-0.0053476,-0.0015335,-0.02889,-0.00054735,-0.0022487,-0.01744,-0.0024318,-0.010924,-0.0051703,-0.00037003,0.002672,-0.00036623,-0.010832,0.0036519,-0.0030912,-0.0030567,-0.0058155,-0.016379,-0.0088587,0.0033329,-0.0005133,-0.0050595,-0.0048619
0.0081728,-0.0041863,0.0046818,0.0082012,-0.018465,0.017388,-0.00042928,-0.0026667,0.0082683,-0.0021472,-0.0032778,0.0022468,-0.0074907,0.0095181,0.011179,0.006734,0,-0.0022222,0.0018325,-0.013944,0.012473,0.010162,0.0069937,0.0084411,0.0068249,0.010884,0.0058786,0.0059763,-0.011511,0.018385
0.040996,0.0034054,-0.018391,-0.0067918,0.020641,0.010903,-0.0015046,0.00089087,0.0054861,-0.026103,0.0081744,0.0015439,0.012685,-0.0038016,-0.0066007,-0.0024595,0.0051623,-0.0022437,0.0043924,0.008,-0.007213,-0.0080074,0.0037457,0.0087337,0.014559,0.012782,0.0071211,0.0010204,-0.005494,0.0084297
0.0028074,0.028222,0.0011406,0.0071969,0.016087,0.010381,0.010048,0.0080179,0.0071468,0.017418,0.025392,0.0058067,0.012088,0.00086633,0.010622,0.017766,0.011341,0.0098062,0.0090893,0.022583,0.0037605,0.0085996,0.0062118,0.025298,-0.0096223,0.0087103,0.0085471,0.009804,0.011552,0.0066417
0.0014194,-0.0069382,-0.0077608,-0.0075445,-0.010605,0.0022062,-0.0017039,-0.0057945,-0.0039484,-0.0089446,-0.0069076,0.0026069,0.003998,0.002074,0.0032676,0.0013198,0.012679,0.0028612,-0.011726,-0.018729,0.0021651,-0.006425,-0.0024709,-0.0028531,0.021317,-0.010746,0.00047393,-0.003367,0.00056322,0.0027657
0.012642,-0.013903,0.005893,0.0089558,0.0026309,0.0075268,0.00042373,0.010188,0.0060187,0.0057261,-0.0034487,0.0027118,-0.014425,-0.0043144,-0.0027593,-0.0032826,-0.012332,-0.0021825,0.0010975,-0.013807,0.0049092,-0.0036585,0.0024726,0.010485,0,0.013342,-0.0039536,0.0016764,0.0022552,0.0076629
0.011356,-0.010734,-0.00022668,0.0071023,0.015156,0.0015032,-0.0074461,0.0013109,0.0095077,0.010238,-0.0061522,0.010312,-0.010598,0.00034329,-0.0053145,-0.035496,-0.01049,-0.0015346,-0.0032961,-0.0030288,-0.021695,0.001221,0.0035311,0.018129,0.0035957,-0.0053548,0.008441,-0.011458,-0.0022582,0.0021249
0.0013972,0.013297,0.0081045,0.0071736,0.028269,-0.0080354,0.0091364,0.0086731,0.0020707,0.032125,0.014223,0.0055434,0.017691,0.003655,0.0047841,-0.0025572,-0.006265,0.014747,0.007302,0.036933,0.0029866,-0.011226,0.0030295,0.0076239,-0.0063492,0.013931,0.0012405,0,0.017559,-0.0031622
-0.0084011,0.024293,0.0022507,0.0046503,-0.015185,-0.00019664,-0.0044581,0.0051569,-0.0035482,0.0014916,-0.0074568,-0.005771,0.0019722,0.0034542,-0.0075777,-0.0004674,0.0088824,-0.00044053,-0.0094961,0.0028396,0.0059394,0.0028103,0.00053348,0.015218,0.0013944,0.0046373,0.0032087,-0.00084424,-0.0063492,0.0014748
0.0053756,0.059217,0.002707,-0.0035625,0.0029528,0.0056757,0.0055214,-0.00042983,0.0044477,0.040459,0.014522,0.0017308,-0.002886,0.0053233,0.0027894,0.0074872,0.014961,0.0041772,0.0021906,-0.0028235,-0.0076916,-0.0065167,0.0035373,0.021251,-0.0049852,0.0052632,0.0022089,-0.0042248,-0.0054353,-0.001472
-0.0014215,0.003796,-0.0038405,0.003574,-0.011185,-0.0048852,-0.0027657,-0.010806,-0.0086143,0.010881,0.0067974,0.00023148,-0.0092706,0,-0.0063703,0.018147,-0.0036298,-0.008337,-0.0076966,0.017794,-0.0072728,-0.0078162,-0.0044299,-0.00073919,0.0071842,0.0013098,-0.013176,0.0038986,-0.0071604,-0.0010532
0.026237,0.0011752,0.00045147,0.013471,-0.0015294,0.0017666,0.0033956,0.018982,0.0005963,0.01388,0.0064809,-0.0020879,-0.017743,0,0.0048107,-0.030522,0.0014509,-0.0057395,-0.0014668,-0.0026679,-0.011568,-0.0043956,0.00035765,0.012206,0.004817,0.015575,0.007996,0,-0.0013246,0.0035839
0.0141,0.0044325,0.0040377,-0.0056259,-0.0052029,0.014542,-0.0059461,-0.0051086,0.012075,0.024054,-0.011405,-0.0076736,0.015671,0.0034217,0.00025211,0.0059672,0.00036134,-0.0055402,0.003643,0.020203,0.012757,-0.0034597,0.0033787,0.031932,0.016044,0.0069072,0.0044455,-0.00067363,-0.0055097,0.013856
0.021696,0.008104,-0.0027015,0.001058,0.014088,-0.0030693,-0.013853,-0.0060963,0.0043943,0.021845,0.00443,0.0028054,0.021267,0.002594,-0.0012676,0.0007423,-0.0068978,-0.0042453,0.0025478,0.0070299,-0.010522,-0.013139,-0.02253,0.0028717,-0.014921,-0.01025,-0.0047141,-0.0038881,-0.0024868,-0.00352
0.019948,-0.0039193,0.0056098,0.0014159,0.013327,0.022108,0.0028512,0.0081528,0.0064028,-0.020169,0.0056862,0.00058326,-0.0018921,0.00051827,0.014573,0.0031945,0.010854,0.0017861,-0.0058458,-0.013061,-0.004893,-0.0029093,0.010071,0.029062,0.021326,-0.016197,0.010907,-0.00067705,-0.006865,0.018772
-0.028833,-0.038143,-0.0059024,-0.0025031,-0.011537,-0.0024434,-0.022718,-0.0021464,-0.0076314,0.0072987,-0.0078125,-0.012622,-0.02847,-0.0052265,0.0063092,-0.0083765,-0.019425,0.0031341,-0.004415,-0.0098084,-0.0032773,-0.019367,-0.004596,-0.005676,0.0067991,-0.02195,0.0034679,0.0013647,-0.0065587,-0.005937
0.005649,0.015665,-0.011181,0.0014306,-0.00052896,-0.010834,-0.0070367,0.00086022,-0.008037,0.014096,-0.0044427,-0.0039269,-0.0029383,-0.0081001,-0.0050543,-0.009938,0.0029488,-0.010782,0.0047645,-0.0076491,-0.0014414,-0.016891,-0.00036894,-0.0012898,0.0055845,0.011444,-0.0076952,-0.011284,0.0045819,-0.010201
